     Sent.          Attachment      Correct        Scoring          
    ID Tokens  -   Unlab. Lab.   HEAD HEAD+DEPREL   tokens   - - - -
  ============================================================================
     1    2    0  100.00 100.00     2       2           2    0 0 0 0
     2    3    0  100.00 100.00     3       3           3    0 0 0 0
     3    6    0   83.33  83.33     5       5           6    0 0 0 0
     4    9    0  100.00 100.00     9       9           9    0 0 0 0
     5    2    0  100.00 100.00     2       2           2    0 0 0 0
     6    4    0  100.00 100.00     4       4           4    0 0 0 0
     7    4    0  100.00 100.00     4       4           4    0 0 0 0
     8    6    0  100.00 100.00     6       6           6    0 0 0 0
     9    5    0   80.00  80.00     4       4           5    0 0 0 0
    10   13    0   69.23  69.23     9       9          13    0 0 0 0
    11    9    0   88.89  88.89     8       8           9    0 0 0 0
    12    9    0   88.89  88.89     8       8           9    0 0 0 0
    13   13    0   61.54  61.54     8       8          13    0 0 0 0
    14    9    0   88.89  88.89     8       8           9    0 0 0 0
    15    9    0   88.89  88.89     8       8           9    0 0 0 0
    16   31    0   77.42  67.74    24      21          31    0 0 0 0
    17    6    0   66.67  66.67     4       4           6    0 0 0 0
    18    2    0  100.00 100.00     2       2           2    0 0 0 0
    19    5    0  100.00 100.00     5       5           5    0 0 0 0
    20   19    0   94.74  89.47    18      17          19    0 0 0 0
    21   12    0   91.67  66.67    11       8          12    0 0 0 0
    22    5    0  100.00  60.00     5       3           5    0 0 0 0
    23    8    0  100.00 100.00     8       8           8    0 0 0 0
    24   10    0  100.00  90.00    10       9          10    0 0 0 0
    25   11    0  100.00 100.00    11      11          11    0 0 0 0
    26   13    0  100.00 100.00    13      13          13    0 0 0 0
    27    9    0   88.89  77.78     8       7           9    0 0 0 0
    28    9    0   66.67  66.67     6       6           9    0 0 0 0
    29   10    0  100.00 100.00    10      10          10    0 0 0 0
    30   15    0   93.33  73.33    14      11          15    0 0 0 0
    31    6    0  100.00 100.00     6       6           6    0 0 0 0
    32   13    0   69.23  69.23     9       9          13    0 0 0 0
    33   13    0  100.00  92.31    13      12          13    0 0 0 0
    34   18    0   83.33  77.78    15      14          18    0 0 0 0
    35    5    0  100.00 100.00     5       5           5    0 0 0 0
    36   25    0   72.00  68.00    18      17          25    0 0 0 0
    37   11    0  100.00 100.00    11      11          11    0 0 0 0
    38   10    0   90.00  90.00     9       9          10    0 0 0 0
    39   14    0  100.00  92.86    14      13          14    0 0 0 0
    40   14    0   92.86  85.71    13      12          14    0 0 0 0
    41   11    0  100.00 100.00    11      11          11    0 0 0 0
    42    3    0  100.00 100.00     3       3           3    0 0 0 0
    43    5    0   80.00  80.00     4       4           5    0 0 0 0
    44   11    0  100.00  90.91    11      10          11    0 0 0 0
    45    5    0  100.00 100.00     5       5           5    0 0 0 0
    46    4    0  100.00  75.00     4       3           4    0 0 0 0
    47   16    0   93.75  93.75    15      15          16    0 0 0 0
    48   12    0  100.00  75.00    12       9          12    0 0 0 0
    49   12    0  100.00  91.67    12      11          12    0 0 0 0
    50    8    0   87.50  75.00     7       6           8    0 0 0 0
    51    5    0  100.00 100.00     5       5           5    0 0 0 0
    52   21    0   90.48  90.48    19      19          21    0 0 0 0
    53   12    0   91.67  83.33    11      10          12    0 0 0 0
    54   17    0   88.24  88.24    15      15          17    0 0 0 0
    55   11    0  100.00  81.82    11       9          11    0 0 0 0
    56   17    0   82.35  76.47    14      13          17    0 0 0 0
    57    9    0   88.89  77.78     8       7           9    0 0 0 0
    58   18    0   94.44  94.44    17      17          18    0 0 0 0
    59   10    0  100.00  80.00    10       8          10    0 0 0 0
    60   12    0   83.33  75.00    10       9          12    0 0 0 0
    61   30    0   90.00  86.67    27      26          30    0 0 0 0
    62    9    0   88.89  77.78     8       7           9    0 0 0 0
